taxon_oid	Domain	Status	Genome Name	Phylum	Class	Order	Family	Genus	Species	Genome Size	Gene Count	16S rRNA Count
643886096	Bacteria	Draft	Bacillus thuringiensis sv huazhongensis BGSC 4BD1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	6203396	6117	1
638341015	Bacteria	Draft	Bacillus thuringiensis sv israelensis ATCC 35646	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5880839	6229	2
637000023	Bacteria	Finished	Bacillus thuringiensis sv konkukian 97-27	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5314794	5452	14
643886087	Bacteria	Draft	Bacillus thuringiensis sv kurstaki T03a001	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5493868	5653	3
643886088	Bacteria	Draft	Bacillus thuringiensis sv monterrey BGSC 4AJ1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	6464024	6563	1
643886090	Bacteria	Draft	Bacillus thuringiensis sv pakistani t13001	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5975813	6118	1
643886126	Bacteria	Draft	Bacillus thuringiensis sv pondicheriensis BGSC 4BA1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	6012975	6147	1
643886093	Bacteria	Draft	Bacillus thuringiensis sv pulsiensis BGSC 4CC1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5976803	6031	1
643886089	Bacteria	Draft	Bacillus thuringiensis sv sotto T04001	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	6059646	6617	1
643886091	Bacteria	Draft	Bacillus thuringiensis sv thuringiensis T01001	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	6298523	6414	1
643886071	Bacteria	Draft	Bacillus thuringiensis sv tochigiensis BGSC 4Y1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5604006	5821	1
650377908	Bacteria	Finished	Bacillus thuringiensis sv. finitimus YBT-020	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	5682363	5931	14
646564511	Bacteria	Finished	Bacillus tusciae T2, DSM 2912	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	unclassified	tusciae	3384766	3401	5
641228477	Bacteria	Finished	Bacillus weihenstephanensis KBAB4	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	weihenstephanensis	5872743	5983	14
650377909	Bacteria	Finished	Bacteriovorax marinus SJ	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	marinus	3435933	3291	2
640963023	Bacteria	Draft	Bacteroides caccae ATCC 43185	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	4564814	3941	5
643886111	Bacteria	Draft	Bacteroides cellulosilyticus DSM 14838	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus	6726268	5771	1
651324010	Bacteria	Draft	Bacteroides clarus YIT 12056	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	clarus	3746690	3330	1
642791613	Bacteria	Draft	Bacteroides coprocola M16, DSM 17136	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coprocola	4295617	4394	6
643886197	Bacteria	Draft	Bacteroides coprophilus DSM 18228	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coprophilus	3855443	3904	1
646206258	Bacteria	Draft	Bacteroides dorei 5_1_36/D4	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5530727	4492	1
642979370	Bacteria	Draft	Bacteroides dorei DSM 17855	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei	5487768	5036	1
649989912	Bacteria	Draft	Bacteroides eggerthii 1_2_48FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii	4571407	3924	1
642979334	Bacteria	Draft	Bacteroides eggerthii DSM 20697	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii	4157980	3769	1
642979319	Bacteria	Draft	Bacteroides finegoldii DSM 17565	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	finegoldii	4818030	4505	1
651324011	Bacteria	Draft	Bacteroides fluxus YIT 12057	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fluxus	4330763	3984	1
645058788	Bacteria	Draft	Bacteroides fragilis 3_1_12	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	5486240	4842	1
650377910	Bacteria	Finished	Bacteroides fragilis 638R	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	5373121	4417	6
637000024	Bacteria	Finished	Bacteroides fragilis NCTC 9343	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	5241700	4403	6
637000025	Bacteria	Finished	Bacteroides fragilis YCH46	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	5310990	4730	6
649633012	Bacteria	Finished	Bacteroides helcogenes P 36-108, DSM 20613	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	helcogenes	3998906	3436	5
642791621	Bacteria	Draft	Bacteroides intestinalis 341, DSM 17393	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	intestinalis	6052596	4982	4
651324012	Bacteria	Draft	Bacteroides ovatus 3_8_47FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	6545234	5167	2
641380449	Bacteria	Draft	Bacteroides ovatus ATCC 8483	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	6463169	5630	6
647000212	Bacteria	Draft	Bacteroides ovatus SD CC 2a	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	6050198	4979	1
647000213	Bacteria	Draft	Bacteroides ovatus SD CMC 3f	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	6775279	5361	3
642979337	Bacteria	Draft	Bacteroides pectinophilus ATCC 43243	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Bacteroides	pectinophilus	3025526	3293	2
642979351	Bacteria	Draft	Bacteroides plebeius M12, DSM 17135	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	4421324	4022	5
649633013	Bacteria	Finished	Bacteroides salanitronis BL78, DSM 18170	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	salanitronis	4308663	3838	6
648861000	Bacteria	Draft	Bacteroides sp. 1_1_14	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6446424	4829	1
651324013	Bacteria	Draft	Bacteroides sp. 1_1_30	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6441725	5376	1
646206272	Bacteria	Draft	Bacteroides sp. 1_1_6	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6855195	5654	1
648861001	Bacteria	Draft	Bacteroides sp. 20_3	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5749901	4957	1
647533110	Bacteria	Draft	Bacteroides sp. 2_1_16	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5236303	4683	3
647533111	Bacteria	Draft	Bacteroides sp. 2_1_22	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6003748	4814	1
647533112	Bacteria	Draft	Bacteroides sp. 2_1_33B	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	4927045	4041	2
651324014	Bacteria	Draft	Bacteroides sp. 2_1_56FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5632316	4979	1
645058782	Bacteria	Draft	Bacteroides sp. 2_1_7	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5137215	4443	1
646206266	Bacteria	Draft	Bacteroides sp. 2_2_4	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	7101224	6033	1
648861002	Bacteria	Draft	Bacteroides sp. 3_1_19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5250116	4328	1
648861003	Bacteria	Draft	Bacteroides sp. 3_1_23	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6520178	4983	1
647533113	Bacteria	Draft	Bacteroides sp. 3_1_33FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5419714	4734	1
649989913	Bacteria	Draft	Bacteroides sp. 3_1_40A	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5439708	4644	1
646206273	Bacteria	Draft	Bacteroides sp. 3_2_5	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5157255	4575	2
649989914	Bacteria	Draft	Bacteroides sp. 4_1_36	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	4586082	3787	1
646206274	Bacteria	Draft	Bacteroides sp. 4_3_47FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5452289	4683	1
646206263	Bacteria	Draft	Bacteroides sp. 9_1_42FAA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5622644	4938	1
646206264	Bacteria	Draft	Bacteroides sp. D1	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	5986762	4849	1
645951811	Bacteria	Draft	Bacteroides sp. D2	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6901960	5335	1
647533114	Bacteria	Draft	Bacteroides sp. D20	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	4487454	3715	1
648861004	Bacteria	Draft	Bacteroides sp. D22	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	6344045	5004	1
641736196	Bacteria	Draft	Bacteroides stercoris ATCC 43183	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	stercoris	4009229	3846	5
637000026	Bacteria	Finished	Bacteroides thetaiotaomicron VPI-5482	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	6293399	4917	5
641380447	Bacteria	Draft	Bacteroides uniformis ATCC 8492	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	4717497	4729	4
640753008	Bacteria	Finished	Bacteroides vulgatus ATCC 8482	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus	5163189	4195	7
647000214	Bacteria	Draft	Bacteroides vulgatus PC510	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus	4781702	4022	1
647000215	Bacteria	Draft	Bacteroides xylanisolvens SD CC 1b	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens	6059812	4982	1
650377911	Bacteria	Finished	Bacteroides xylanisolvens XB1A	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens	5976145	4466	
648861005	Bacteria	Draft	Bacteroidetes sp. F0058	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified		2113539	1905	1
639633009	Bacteria	Finished	Bartonella bacilliformis KC583	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	bacilliformis	1445021	1377	2
649633014	Bacteria	Finished	Bartonella clarridgeiae 73	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	clarridgeiae	1522743	1393	2
644736328	Bacteria	Finished	Bartonella grahamii as4aup	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	grahamii	2369520	1816	2
637000027	Bacteria	Finished	Bartonella henselae Houston-1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	henselae	1931047	1671	2
637000028	Bacteria	Finished	Bartonella quintana Toulouse	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	quintana	1581384	1359	2
641228478	Bacteria	Finished	Bartonella tribocorum CIP 105476	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	tribocorum	2642404	2169	2
637000156	Bacteria	Finished	Basfia succiniciproducens MBEL55E	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	succiniciproducens	2314078	2476	6
637000029	Bacteria	Finished	Baumannia cicadellinicola Hc	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Baumannia	cicadellinicola	686165	655	2
637000030	Bacteria	Finished	Bdellovibrio bacteriovorus HD100	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	bacteriovorus	3782950	3636	2
640963011	Bacteria	Draft	Beggiatoa sp. PS	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	sp.	7631539	6698	3
640963012	Bacteria	Draft	Beggiatoa sp. SS	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	sp.	1334168	1447	1
641522606	Bacteria	Finished	Beijerinckia indica indica ATCC 9039	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	indica	4418616	3850	3
638341141	Bacteria	Draft	Bermanella marisrubri RED65	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bermanella	sp.	3527084	3372	4
643692008	Bacteria	Finished	Beutenbergia cavernae HKI 0122, DSM 12333	Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	Beutenbergia	cavernae	4669183	4278	2
639633010	Bacteria	Finished	Bifidobacterium adolescentis ATCC 15703	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis	2089645	1709	5
640963015	Bacteria	Draft	Bifidobacterium adolescentis L2-32	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis	2385710	2508	6
642979361	Bacteria	Draft	Bifidobacterium angulatum DSM 20098	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	angulatum	2000615	1901	1
643348515	Bacteria	Finished	Bifidobacterium animalis lactis AD011	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1933695	1587	2
646862308	Bacteria	Finished	Bifidobacterium animalis lactis BB-12	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1942198	1706	4
644736329	Bacteria	Finished	Bifidobacterium animalis lactis Bl-04, ATCC SD5219	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1938709	1631	4
644736330	Bacteria	Finished	Bifidobacterium animalis lactis DSM 10140	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1938481	1629	4
641736235	Bacteria	Draft	Bifidobacterium animalis lactis HN019	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1915892	1632	1
646862309	Bacteria	Finished	Bifidobacterium animalis lactis V9	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1944050	1636	4
651053004	Bacteria	Finished	Bifidobacterium animalis subsp. lactis CNCM I-2494	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	1943113	1724	4
643886040	Bacteria	Draft	Bifidobacterium bifidum NCIMB 41171	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	bifidum	2186140	1889	1
649633015	Bacteria	Finished	Bifidobacterium bifidum PRL2010	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	bifidum	2214656	1767	3
649633016	Bacteria	Finished	Bifidobacterium bifidum S17	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	bifidum	2186882	1845	3
651053005	Bacteria	Finished	Bifidobacterium breve ACS-071-V-Sch8b	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	2327492	1890	3
643886102	Bacteria	Draft	Bifidobacterium breve DSM 20213	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	2297799	2308	1
651053006	Bacteria	Finished	Bifidobacterium breve UCC2003	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	2422684	1914	2
642979312	Bacteria	Draft	Bifidobacterium catenulatum DSM 16992	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	catenulatum	2058429	2009	1
641736189	Bacteria	Draft	Bifidobacterium dentium ATCC 27678	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	2642081	2499	4
648276623	Bacteria	Draft	Bifidobacterium dentium ATCC 27679	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	2633776	2401	1
646311910	Bacteria	Finished	Bifidobacterium dentium Bd1	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	2636367	2197	4
649989915	Bacteria	Draft	Bifidobacterium dentium JCVIHMP022	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	2636584	2341	1
642979324	Bacteria	Draft	Bifidobacterium gallicum DSM 20093	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	gallicum	2016380	2043	1
645058795	Bacteria	Draft	Bifidobacterium longum DJO10A	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2375286	1971	2
642555107	Bacteria	Finished	Bifidobacterium longum DJO10A	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2389526	2074	4
637000031	Bacteria	Finished	Bifidobacterium longum NCC2705	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2260266	1805	4
649633017	Bacteria	Finished	Bifidobacterium longum infantis 157F-NC	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2408831	2070	4
643348516	Bacteria	Finished	Bifidobacterium longum infantis ATCC 15697	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2832748	2577	4
649633019	Bacteria	Finished	Bifidobacterium longum infantis JCM 1217	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2385164	2009	4
643886140	Bacteria	Draft	Bifidobacterium longum longum ATCC 55813	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2372858	2168	1
649633018	Bacteria	Finished	Bifidobacterium longum longum BBMN68	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2265943	1870	3
643886216	Bacteria	Draft	Bifidobacterium longum longum CCUG 52486	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2453376	2179	1
650377912	Bacteria	Finished	Bifidobacterium longum longum F8	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2384987	1744	1
646564512	Bacteria	Finished	Bifidobacterium longum longum JDM301	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2477838	2022	3
651053007	Bacteria	Finished	Bifidobacterium longum subsp. infantis ATCC 15697	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2828958	2641	4
651053008	Bacteria	Finished	Bifidobacterium longum subsp. longum KACC 91563	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	2395764	2050	3
642979313	Bacteria	Draft	Bifidobacterium pseudocatenulatum DSM 20438	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	pseudocatenulatum	2265534	2183	1
649989916	Bacteria	Draft	Bifidobacterium sp. 12_1_47BFAA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	sp.	2401436	2110	1
649989917	Bacteria	Draft	Bilophila wadsworthia 3_1_6	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	wadsworthia	4374199	3713	1
638341020	Bacteria	Draft	Blastopirellula marina SH 106T, DSM 3645	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	marina	6653746	6090	2
650716011	Bacteria	Finished	Blattabacterium sp. (Blattella germanica) str. Bge	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	sp.	640935	629	1
646311912	Bacteria	Finished	Blattabacterium sp. (Periplaneta americana) str. BPLAN	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	sp.	640442	617	1
643886146	Bacteria	Draft	Blautia hansenii VPI C7-24, DSM 20583	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hansenii	3022863	3282	1
643886199	Bacteria	Draft	Blautia hydrogenotrophica DSM 10507	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hydrogenotrophica	3565428	3931	1
641522607	Bacteria	Finished	Bordetella avium 197N	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	avium	3732255	3464	3
637000032	Bacteria	Finished	Bordetella bronchiseptica RB50	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	bronchiseptica	5339179	5086	3
637000033	Bacteria	Finished	Bordetella parapertussis 12822	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	parapertussis	4773551	4447	3
651053009	Bacteria	Finished	Bordetella pertussis CS	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	4124236	3516	3
637000034	Bacteria	Finished	Bordetella pertussis Tohama I	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	4086189	3833	3
641228479	Bacteria	Finished	Bordetella petrii Se-1111R, DSM 12804	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	petrii	5287950	5092	3
641736176	Bacteria	Draft	Borrelia afzelii ACA-1	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	afzelii	1357967	1453	2
646564513	Bacteria	Finished	Borrelia afzelii PKo	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	afzelii	1232503	1296	2
641736265	Bacteria	Draft	Borrelia burgdorferi 118a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1492696	1665	1
641736177	Bacteria	Draft	Borrelia burgdorferi 156a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1482131	1620	1
642791626	Bacteria	Draft	Borrelia burgdorferi 29805	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1461059	1647	1
642791611	Bacteria	Draft	Borrelia burgdorferi 64b	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1652378	1980	1
641736266	Bacteria	Draft	Borrelia burgdorferi 72a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1307741	1431	1
642791629	Bacteria	Draft	Borrelia burgdorferi 80a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1798358	2025	1
641736267	Bacteria	Draft	Borrelia burgdorferi 94a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1343625	1478	1
637000036	Bacteria	Finished	Borrelia burgdorferi B31	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1519801	1690	1
641736178	Bacteria	Draft	Borrelia burgdorferi Bol26	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1328263	1447	1
642791625	Bacteria	Draft	Borrelia burgdorferi CA-11.2a	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1415210	1558	1
650377913	Bacteria	Finished	Borrelia burgdorferi JD1	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1531087	1496	1
650377914	Bacteria	Finished	Borrelia burgdorferi N40	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1339537	1280	1
642791624	Bacteria	Draft	Borrelia burgdorferi SV1	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	sp.	1274759	1311	1
642791627	Bacteria	Draft	Borrelia burgdorferi WI91-23	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1661681	1941	2
643348517	Bacteria	Finished	Borrelia burgdorferi ZS7	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	burgdorferi	1345489	1275	1
643348518	Bacteria	Finished	Borrelia duttonii Ly	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	duttonii	1574881	1340	1
642979365	Bacteria	Draft	Borrelia garinii Far04	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	garinii	889112	898	1
643692009	Bacteria	Finished	Borrelia garinii PBi	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	garinii	1230533	1311	1
642791628	Bacteria	Draft	Borrelia garinii PBr	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	garinii	1278660	1292	2
642555108	Bacteria	Finished	Borrelia hermsii DAH	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	hermsii	922307	854	1
643348519	Bacteria	Finished	Borrelia recurrentis A1	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	recurrentis	1242163	1025	1
642791612	Bacteria	Draft	Borrelia spielmanii A14S	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	spielmanii	1260145	1284	1
642555109	Bacteria	Finished	Borrelia turicatae 91E135	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	turicatae	917330	853	1
641736181	Bacteria	Draft	Borrelia valaisiana VS116	Spirochaetes	Spirochaetes	Spirochaetales	Borreliaceae	Borrelia	valaisiana	1269481	1350	1
